Product_ID,Price_ETB
1100,35392
1101,83896
1102,90208
1103,73010
1104,28795
1105,89743
1106,42514
1107,7341
1108,30031
1109,4217
1110,41357
1111,52591
1112,35103
1113,8685
1114,27663
1115,74351
1116,94108
1117,41255
1118,27879
1119,85919
1120,65445
1121,51866
1122,84269
1123,60152
1124,18736
1125,34728
1126,18311
1127,32335
1128,97657
1129,73589
1130,70654
1131,34448
1132,97922
1133,76632
1134,56165
1135,76494
1136,52360
1137,47457
1138,28756
1139,18141
1140,66794
1141,64696
1142,11925
1143,99071
1144,6185
1145,14381
1146,20043
1147,82250
1148,20979
1149,89202
1150,55343
1151,78182
1152,8336
1153,50442
1154,50029
1155,78114
1156,61358
1157,69362
1158,32963
1159,72522
1160,1514
1161,89176
1162,94476
1163,15024
1164,89363
1165,70391
1166,98429
1167,34983
1168,84022
1169,44597
1170,14631
1171,38479
1172,56995
1173,20740
1174,59480
1175,435
1176,94656
1177,94339
1178,34532
1179,65622
1180,99881
1181,23426
1182,66552
1183,13957
1184,81969
1185,39127
1186,83758
1187,66550
1188,79828
1189,26081
1190,20042
1191,49019
1192,99953
1193,21184
1194,70707
1195,69524
1196,84
1197,78514
1198,42497
1199,64052
1200,2562
1201,14672
1202,47586
1203,40316
1204,31395
1205,7602
1206,31581
1207,74374
1208,10332
1209,11236
1210,95942
1211,63709
1212,9081
1213,99703
1214,69832
1215,16493
1216,16838
1217,86484
1218,62306
1219,72073
1220,21653
1221,34751
1222,69173
1223,79517
1224,55471
1225,27770
1226,70696
1227,99004
1228,95683
1229,90432
1230,26375
1231,93457
1232,40867
1233,52306
1234,88049
1235,85190
1236,48954
1237,57432
1238,67849
1239,59187
1240,15870
1241,32503
1242,29461
1243,8402
1244,44323
1245,2767
1246,77120
1247,72613
1248,30171
1249,77138
1250,28874
1251,952
1252,9315
1253,92788
1254,82729
1255,7726
1256,30017
1257,8844
1258,4127
1259,43319
1260,9297
1261,67401
1262,31205
1263,36510
1264,87694
1265,63634
1266,28090
1267,70688
1268,17352
1269,94821
1270,74857
1271,75535
1272,61963
1273,31860
1274,62003
1275,53364
1276,24967
1277,12373
1278,12714
1279,86384
1280,56508
1281,46448
1282,55529
1283,53893
1284,61223
1285,95571
1286,7110
1287,88269
1288,85659
1289,84706
1290,12909
1291,7954
1292,52782
1293,95458
1294,44483
1295,14332
1296,32601
1297,25122
1298,24941
1299,70302
