Product_ID,Price_ETB
20600,52863
20601,60778
20602,60878
20603,59277
20604,20022
20605,18633
20606,96722
20607,98386
20608,50546
20609,55007
20610,3218
20611,18285
20612,41523
20613,50008
20614,82872
20615,19590
20616,52362
20617,47944
20618,1838
20619,56945
20620,86749
20621,22656
20622,19806
20623,77727
20624,24115
20625,28451
20626,12441
20627,2158
20628,51297
20629,61913
20630,19657
20631,35516
20632,44222
20633,25930
20634,2851
20635,65195
20636,51420
20637,20760
20638,39793
20639,72011
20640,36404
20641,29860
20642,24906
20643,63781
20644,79547
20645,94870
20646,65432
20647,56745
20648,57040
20649,20958
20650,63886
20651,87276
20652,7842
20653,46326
20654,13905
20655,8779
20656,42383
20657,92549
20658,62492
20659,79677
20660,37931
20661,18553
20662,30831
20663,68005
20664,64789
20665,28374
20666,54581
20667,64301
20668,1709
20669,40381
20670,82783
20671,20798
20672,44388
20673,82645
20674,40722
20675,89670
20676,81075
20677,56239
20678,80177
20679,15980
20680,78537
20681,16974
20682,69430
20683,36958
20684,44718
20685,95005
20686,48946
20687,90254
20688,16804
20689,48449
20690,74108
20691,62075
20692,8283
20693,2331
20694,58609
20695,48507
20696,54667
20697,32268
20698,27463
20699,42765
20700,90224
20701,30607
20702,40974
20703,83092
20704,62424
20705,36779
20706,72754
20707,44673
20708,75667
20709,43402
20710,91541
20711,25487
20712,16673
20713,42193
20714,82936
20715,75019
20716,30015
20717,92822
20718,77714
20719,79883
20720,31076
20721,32659
20722,64050
20723,73842
20724,61581
20725,2552
20726,41095
20727,66982
20728,12538
20729,50360
20730,98339
20731,19455
20732,81747
20733,42169
20734,10667
20735,69377
20736,64358
20737,60655
20738,78993
20739,95407
20740,34876
20741,8782
20742,58924
20743,51072
20744,25330
20745,36213
20746,93321
20747,18764
20748,47691
20749,7746
20750,62104
20751,32330
20752,29282
20753,82987
20754,410
20755,42898
20756,46693
20757,81360
20758,63259
20759,73656
20760,19162
20761,35760
20762,41957
20763,63540
20764,41188
20765,79278
20766,70305
20767,26232
20768,84661
20769,24677
20770,78336
20771,79319
20772,15786
20773,38757
20774,96140
20775,7948
20776,96412
20777,25561
20778,68626
20779,66087
20780,37032
20781,32545
20782,49294
20783,55452
20784,91845
20785,1440
20786,39092
20787,34218
20788,26780
20789,18892
20790,38820
20791,3323
20792,3787
20793,85421
20794,84418
20795,99935
20796,55246
20797,10326
20798,48327
20799,60950
20800,19358
20801,58557
20802,82046
20803,50082
20804,72789
20805,20585
20806,77846
20807,58224
20808,99423
20809,41178
20810,14132
20811,35865
20812,59771
20813,36179
20814,25933
20815,92585
20816,79510
20817,59429
20818,37334
20819,21361
20820,76881
20821,16857
20822,42320
20823,2232
20824,16251
20825,6881
20826,42809
20827,72437
20828,62544
20829,48352
20830,18589
20831,41332
20832,94447
20833,49165
20834,72116
20835,3347
20836,82439
20837,56929
20838,84725
20839,42462
20840,51853
20841,23340
20842,42819
20843,80367
20844,99694
20845,4536
20846,84370
20847,37091
20848,42479
20849,74146
20850,99164
20851,74528
20852,5171
20853,67080
20854,7331
20855,94745
20856,94024
20857,93551
20858,17294
20859,65110
20860,8382
20861,8909
20862,18348
20863,19876
20864,13412
20865,68531
20866,21424
20867,93576
20868,30813
20869,12050
20870,98924
20871,47237
20872,46813
20873,44333
20874,10647
20875,54095
20876,45042
20877,98425
20878,9129
20879,64557
20880,52512
20881,71458
20882,8156
20883,68780
20884,54582
20885,84134
20886,51913
20887,91050
20888,20324
20889,71850
20890,11737
20891,27175
20892,58795
20893,20858
20894,15115
20895,99987
20896,34187
20897,29815
20898,31370
20899,7417
20900,84519
20901,89600
20902,73106
20903,3185
20904,6889
20905,84276
20906,91404
20907,29569
20908,62753
20909,5566
20910,5538
20911,28714
20912,99431
20913,30505
20914,20015
20915,18055
20916,65622
20917,41882
20918,42339
20919,50803
20920,99095
20921,83152
20922,87862
20923,51889
20924,2533
20925,66889
20926,37973
20927,64527
20928,3091
20929,87781
20930,93692
20931,91383
20932,54396
20933,72103
20934,8917
20935,5269
20936,26240
20937,77299
20938,4729
20939,27382
