Product_ID,Price_ETB
2600,86373
2601,68357
2602,39545
2603,60046
2604,84333
2605,4092
2606,7982
2607,62791
2608,52650
2609,55882
2610,89938
2611,14160
2612,64270
2613,93385
2614,58148
2615,9642
2616,10599
2617,42229
2618,79740
2619,19452
2620,8619
2621,16550
2622,36056
2623,81840
2624,82988
2625,76734
2626,71884
2627,93353
2628,42632
2629,49935
2630,78311
2631,69551
2632,38662
2633,59479
2634,66273
2635,79364
2636,56397
2637,13009
2638,91993
2639,15006
2640,85824
2641,85326
2642,72274
2643,94491
2644,28193
2645,56380
2646,59196
2647,29959
2648,54249
2649,44434
2650,59451
2651,52272
2652,54534
2653,95641
2654,12473
2655,40976
2656,55946
2657,40973
2658,87187
2659,33418
2660,49070
2661,20016
2662,90033
2663,62173
2664,8809
2665,11967
2666,11198
2667,12229
2668,56616
2669,12666
2670,97604
2671,96845
2672,48853
2673,17064
2674,72934
2675,7871
2676,76879
2677,73618
2678,73630
2679,43217
2680,87829
2681,16031
2682,53855
2683,46356
2684,87217
2685,98351
2686,55445
2687,94520
2688,6753
2689,37710
2690,78706
2691,40963
2692,46100
2693,13589
2694,75758
2695,66517
2696,27894
2697,20290
2698,86089
2699,63211
2700,29402
2701,14194
2702,45900
2703,72920
2704,48186
2705,15068
2706,99966
2707,36522
2708,75258
2709,29653
2710,56254
2711,73536
2712,81500
2713,80432
2714,88480
2715,84249
2716,72982
2717,3451
2718,79832
2719,86233
2720,90904
2721,35064
2722,3804
2723,23657
2724,35828
2725,92114
2726,99940
2727,40509
2728,44551
2729,46019
2730,810
2731,23787
2732,18786
2733,74238
2734,86169
2735,52541
2736,9130
2737,18605
2738,97130
2739,83001
2740,4028
2741,12036
2742,97804
2743,69541
2744,28207
2745,49318
2746,55038
2747,59470
2748,44691
2749,20641
2750,48513
2751,40856
2752,94591
2753,42527
2754,74405
2755,78158
2756,11145
2757,6905
2758,20402
2759,20642
2760,98895
2761,80991
2762,6532
2763,88348
2764,10703
2765,35675
2766,58089
2767,86771
2768,55586
2769,63666
2770,79580
2771,57949
2772,54297
2773,35814
2774,28265
2775,98961
2776,67164
2777,14928
2778,45252
2779,56359
2780,14544
2781,37135
2782,88905
2783,88940
2784,77753
2785,63793
2786,69076
2787,87452
2788,40435
2789,5962
2790,28913
2791,51817
2792,78564
2793,7190
2794,1017
2795,26804
2796,39517
2797,27696
2798,17997
2799,33501
2800,37948
2801,43017
2802,15736
2803,1023
2804,65203
2805,97922
2806,56456
2807,23038
2808,16942
2809,49844
2810,69816
2811,92241
2812,30171
2813,65580
2814,73243
2815,87572
2816,46431
2817,9457
2818,52054
2819,97270
2820,5554
2821,57186
2822,2466
2823,60270
2824,10215
2825,41043
2826,75475
2827,56277
2828,75166
2829,53018
2830,93005
2831,83914
2832,54757
2833,37957
2834,15106
2835,53098
2836,2743
2837,42578
2838,22537
2839,81028
2840,60315
2841,90398
2842,47438
2843,11561
2844,57250
2845,13885
