Product_ID,Price_ETB
1000,83820
1001,14602
1002,3288
1003,97206
1004,36058
1005,32108
1006,29266
1007,18299
1008,96540
1009,13444
1010,88706
1011,97090
1012,71492
1013,11405
1014,77407
1015,55312
1016,4175
1017,3915
1018,12290
1019,28667
1020,30505
1021,66247
1022,78917
1023,3488
1024,73573
1025,26072
1026,93860
1027,85191
1028,91934
1029,71436
1030,54997
1031,28903
1032,58888
1033,77246
1034,36473
1035,861
1036,99468
1037,20936
1038,91516
1039,55402
1040,44607
1041,36431
1042,20389
1043,28231
1044,44128
1045,13406
1046,12166
1047,49807
1048,12686
1049,47062
1050,45092
1051,79141
1052,34681
1053,5705
1054,95657
1055,60227
1056,70294
1057,16371
1058,49625
1059,10338
1060,72367
1061,38437
1062,82407
1063,81080
1064,47410
1065,75684
1066,25213
1067,92359
1068,9126
1069,6016
1070,86683
1071,29881
1072,37940
1073,10468
1074,30522
1075,13248
1076,49833
1077,36444
1078,59439
1079,83330
1080,47829
1081,21329
1082,48530
1083,46576
1084,27470
1085,87851
1086,35003
1087,91998
1088,89603
1089,84949
1090,9368
1091,79850
1092,83237
1093,22441
1094,70020
1095,95578
1096,32097
1097,21427
1098,60599
1099,49745
