Product_ID,Price_ETB
1600,71829
1601,63
1602,39839
1603,37616
1604,27559
1605,56356
1606,76029
1607,79526
1608,85823
1609,42247
1610,60956
1611,57915
1612,57964
1613,88565
1614,28020
1615,67010
1616,62031
1617,96473
1618,22251
1619,86366
1620,11124
1621,37206
1622,67571
1623,87022
1624,82970
1625,81177
1626,43943
1627,12250
1628,98463
1629,30794
1630,88194
1631,40697
1632,29454
1633,26110
1634,19323
1635,3211
1636,6067
1637,32102
1638,62287
1639,80130
1640,9555
1641,59702
1642,54331
1643,82554
1644,75464
1645,25495
1646,94165
1647,91282
1648,50338
1649,64809
1650,52393
1651,31989
1652,19352
1653,86000
1654,90138
1655,736
1656,98440
1657,13980
1658,55734
1659,28693
1660,23063
1661,91224
1662,67899
1663,60899
1664,6592
1665,73070
1666,32672
1667,15916
1668,59839
1669,17487
1670,60911
1671,87510
1672,69626
1673,73269
1674,78057
1675,41598
1676,99002
1677,58018
1678,80311
1679,94286
1680,66172
1681,55943
1682,71820
1683,58456
1684,20871
1685,97482
1686,62226
1687,59001
1688,33982
1689,98546
1690,32416
1691,83589
1692,36357
1693,68337
1694,63527
1695,82159
1696,31368
1697,36002
1698,57664
1699,10165
1700,93535
1701,37460
1702,30745
1703,35624
1704,44030
1705,41914
1706,70808
1707,10571
1708,18146
1709,19779
1710,30321
1711,50215
1712,90967
1713,20038
1714,92601
1715,28053
1716,8428
1717,54387
1718,53434
1719,43379
1720,71131
1721,61079
1722,54506
1723,8171
1724,27120
1725,55079
1726,51059
1727,76566
1728,91173
1729,2570
1730,75466
1731,49867
1732,62528
1733,782
1734,46115
1735,39149
1736,98769
1737,51126
1738,54931
1739,70555
1740,97988
1741,96299
1742,71592
1743,79079
1744,28916
1745,64003
1746,28770
1747,35784
1748,57135
1749,63664
1750,3814
1751,50978
1752,44067
1753,87680
1754,89026
1755,53004
1756,94929
1757,21642
1758,61271
1759,16738
1760,81570
1761,70018
1762,3544
1763,51655
1764,77590
1765,73985
1766,86910
1767,3562
1768,11013
1769,84256
1770,56189
1771,17796
1772,60525
1773,23829
1774,6600
1775,34109
1776,49699
1777,42916
1778,27752
1779,59608
1780,42850
1781,44246
1782,99785
1783,49702
1784,36481
1785,98577
1786,55265
1787,33075
1788,10745
1789,61654
1790,2550
1791,98186
1792,70712
1793,6836
1794,45880
1795,29399
1796,85225
1797,9003
1798,85436
1799,5286
1800,98868
1801,4077
1802,32421
1803,26140
1804,2681
1805,81449
1806,19983
1807,31276
1808,16554
1809,62080
1810,87757
1811,15003
1812,73930
1813,28579
1814,60962
1815,91690
1816,33596
1817,48361
1818,22002
1819,79425
1820,79603
1821,98042
1822,94166
1823,15022
1824,21475
1825,40778
1826,14178
1827,75859
1828,3375
1829,40898
1830,75480
1831,88791
1832,49202
1833,52000
1834,93728
1835,26005
1836,9971
1837,77617
1838,90530
1839,82223
1840,31840
1841,13366
1842,91392
1843,39539
1844,89697
1845,78707
1846,15876
1847,74187
1848,5393
1849,45518
1850,69837
1851,56158
1852,86716
1853,48581
1854,9048
1855,66327
1856,84884
1857,44735
1858,1668
1859,55067
1860,64261
1861,13843
1862,56832
1863,47482
1864,83317
1865,60268
1866,92718
1867,20062
1868,57090
1869,23096
1870,96190
1871,68396
1872,85266
1873,35410
1874,80738
1875,70549
1876,63382
1877,60941
1878,57101
1879,95827
1880,77666
1881,35189
1882,42255
1883,32187
1884,11369
1885,36569
1886,59097
1887,31973
1888,98376
1889,60920
1890,74701
1891,80007
1892,87590
1893,49684
1894,44102
1895,3771
1896,64799
1897,42610
1898,23844
1899,63914
1900,27812
1901,46517
1902,33872
1903,44618
1904,36665
1905,78149
1906,91915
1907,36221
1908,72858
1909,1340
1910,67725
1911,25052
1912,11231
1913,31645
1914,94391
1915,53281
1916,64048
1917,72778
1918,99384
1919,31509
1920,90529
1921,62412
1922,84669
1923,93312
1924,64342
1925,58753
1926,2270
1927,12206
1928,38576
1929,29055
1930,53015
1931,90683
1932,31900
1933,40145
1934,87036
1935,76235
1936,48378
1937,62041
1938,72554
1939,69598
1940,45066
1941,55781
1942,97781
1943,72150
1944,43367
1945,46122
1946,92134
1947,59483
1948,35519
1949,40199
1950,32961
1951,30227
1952,15824
1953,94550
1954,25252
1955,41369
1956,15680
1957,97380
1958,70246
1959,99911
1960,90471
1961,24277
1962,25115
