Product_ID,Price_ETB
170600,86621
170601,88967
170602,80087
170603,53089
170604,4992
170605,22915
170606,50975
170607,81054
170608,60772
170609,51806
170610,29365
170611,55905
170612,95883
170613,95785
170614,53135
170615,60657
170616,20457
170617,26234
170618,62758
170619,34394
170620,59982
170621,98251
170622,67862
170623,36022
170624,88345
170625,25147
170626,18412
170627,61723
170628,18597
170629,52029
170630,65362
170631,1946
170632,14851
170633,47675
170634,81459
170635,93893
170636,66993
170637,73938
170638,406
170639,21801
170640,781
170641,94734
170642,15308
170643,25647
170644,84530
170645,54090
170646,43803
170647,38893
170648,99218
170649,70848
170650,68921
170651,25076
170652,84896
170653,88383
170654,47144
170655,77743
170656,8832
170657,89228
170658,44809
170659,75708
170660,85816
170661,84563
170662,53533
170663,32068
170664,5887
170665,68962
170666,76677
170667,42956
170668,57356
170669,93662
170670,72485
170671,60787
170672,8623
170673,27829
170674,92035
170675,47827
170676,87183
170677,84746
170678,4392
170679,43136
170680,42954
170681,22387
170682,1997
170683,63230
170684,4176
170685,26554
170686,2604
170687,3010
170688,86691
170689,82463
170690,45829
170691,36674
170692,71755
170693,27808
170694,91669
170695,5889
170696,94577
170697,31713
170698,91371
170699,6772
170700,90559
170701,43523
170702,18548
170703,85430
170704,24640
170705,20468
170706,50356
170707,26364
170708,46990
170709,52202
170710,38270
170711,39793
170712,31249
170713,25174
170714,52799
170715,64154
170716,14661
170717,8060
170718,13624
170719,79256
170720,99822
170721,45524
170722,89902
170723,10250
170724,38777
170725,9850
170726,71601
170727,36675
170728,68472
170729,11843
170730,20338
170731,35865
170732,30883
170733,99471
170734,10337
170735,17348
170736,59122
170737,42765
170738,94800
170739,47869
170740,85841
170741,59614
170742,48178
170743,52309
170744,95699
170745,57576
170746,91032
170747,92462
170748,76435
170749,31591
170750,57861
170751,90433
170752,63305
170753,6849
170754,52296
170755,86158
170756,51843
170757,56417
170758,13197
170759,22661
170760,81590
170761,72047
170762,94269
170763,58188
170764,74986
170765,86808
170766,72922
170767,57469
170768,94561
170769,94767
170770,74369
170771,78414
170772,34282
170773,25701
170774,28594
170775,70541
170776,47309
170777,33621
170778,46841
170779,75461
170780,90883
170781,82811
170782,89274
170783,81450
170784,80301
170785,80169
170786,42662
170787,42839
170788,93907
170789,60970
170790,78129
170791,55723
170792,44817
170793,83764
170794,99102
170795,9238
170796,38706
170797,74019
170798,38068
170799,92312
170800,93816
170801,57173
170802,99520
170803,69789
170804,4982
170805,11691
170806,1415
170807,34606
170808,56464
170809,58645
170810,40107
170811,48237
170812,61296
170813,65189
170814,10165
170815,78973
170816,16326
170817,85299
170818,76402
170819,28913
170820,27594
170821,65683
170822,26568
170823,8517
170824,87317
170825,69727
170826,31121
170827,37549
170828,68471
170829,69713
170830,38157
170831,72342
170832,49763
170833,50926
170834,30387
170835,83697
170836,91045
170837,84244
170838,68688
170839,73688
170840,68039
170841,9255
170842,41831
170843,603
170844,26752
170845,59524
170846,70753
170847,43534
170848,96131
170849,71928
170850,42149
170851,63518
170852,30686
170853,98464
170854,69360
170855,34950
170856,48492
170857,38404
170858,27667
170859,13236
170860,6960
170861,47745
170862,55512
170863,57328
170864,53851
170865,20864
170866,39941
170867,19277
170868,18472
170869,60494
170870,34715
170871,8858
170872,82733
170873,64097
170874,52381
170875,90456
170876,23718
170877,3648
170878,71126
170879,8717
170880,73823
170881,92660
170882,21364
170883,3005
170884,88088
170885,41648
170886,65172
170887,66989
170888,47511
170889,40153
170890,18722
170891,22383
170892,16958
170893,37616
170894,23006
170895,46674
170896,2873
170897,10465
170898,85355
170899,29073
170900,39969
170901,81315
170902,70024
170903,62631
170904,53343
170905,90432
170906,91604
170907,27850
170908,20766
170909,18058
170910,71060
170911,49724
170912,44674
170913,16581
170914,5249
170915,40414
170916,15206
170917,31810
170918,99614
170919,84332
170920,70846
170921,65360
170922,58169
170923,76021
170924,43618
170925,6585
170926,32750
170927,85014
170928,1157
170929,42451
170930,85152
170931,94168
170932,15398
170933,3144
170934,41713
170935,4996
170936,77389
170937,40617
170938,89993
170939,74033
170940,63272
170941,57666
170942,20246
170943,49083
170944,39693
170945,93840
170946,7198
170947,18799
170948,94698
170949,77269
170950,79952
170951,70627
170952,22076
170953,80886
170954,31572
170955,67886
170956,89645
170957,22362
170958,32096
170959,22158
170960,4915
170961,37453
170962,14813
170963,37100
170964,44777
170965,79811
170966,12822
170967,2842
170968,18056
170969,58815
170970,34526
170971,70626
170972,82599
170973,88752
170974,81148
170975,63285
170976,48282
170977,16604
170978,40503
170979,27414
170980,55020
170981,12451
170982,49432
170983,80348
170984,50143
170985,56913
170986,16636
170987,69850
170988,81102
170989,3399
170990,53401
170991,77848
170992,56529
170993,65892
170994,30308
170995,11116
170996,32011
170997,3501
170998,86464
170999,76643
171000,75329
171001,68685
171002,57992
171003,70072
171004,54368
171005,17806
171006,92063
171007,58487
171008,90227
171009,78190
171010,17020
171011,20707
171012,8206
171013,24985
171014,4074
171015,9489
171016,61914
171017,23269
171018,28140
171019,61872
171020,84499
171021,30914
171022,80121
171023,35978
171024,29929
171025,37969
171026,82569
171027,21857
171028,13576
171029,95655
171030,21656
171031,8013
171032,55889
171033,20675
171034,83849
171035,41785
171036,46030
171037,23004
171038,66350
171039,98397
171040,2691
171041,13675
171042,71983
171043,24137
171044,16711
171045,59991
171046,10668
171047,91732
171048,8103
171049,76581
171050,91226
171051,3058
171052,41475
171053,97220
171054,44260
171055,92065
171056,34999
171057,37189
171058,87481
171059,77154
171060,16003
171061,34889
171062,14438
171063,24610
171064,92029
171065,62170
171066,73750
171067,67903
171068,29608
171069,60000
171070,40392
171071,17524
171072,59793
171073,81729
171074,14360
171075,43118
171076,29012
171077,95685
171078,28930
171079,41881
171080,32256
171081,7986
171082,28187
171083,28266
171084,34231
171085,79944
171086,75799
171087,55681
171088,57101
171089,2211
171090,93058
171091,71232
171092,63872
171093,48436
171094,52428
171095,50958
171096,89383
171097,23435
171098,43821
171099,46047
171100,56635
171101,8617
171102,67473
171103,1836
171104,17755
171105,13541
171106,42388
171107,72320
171108,88252
171109,30370
171110,79631
171111,8029
171112,34920
171113,41373
171114,99547
171115,78069
171116,93547
171117,79183
171118,20252
171119,95701
171120,62487
171121,66115
171122,80598
171123,32501
171124,88645
171125,86814
171126,87574
171127,70868
171128,26871
171129,15965
171130,99355
171131,52677
171132,1222
171133,22392
171134,85899
171135,37692
171136,96878
171137,34692
171138,69428
171139,63635
171140,36009
171141,11513
171142,10013
171143,8510
171144,53486
171145,92881
171146,64194
171147,76799
171148,91719
171149,51757
171150,46531
171151,22054
171152,97557
171153,40221
171154,26527
171155,91665
171156,24245
171157,49243
171158,42206
171159,34920
171160,91840
171161,96798
171162,89742
171163,27613
171164,37916
171165,54683
171166,57487
171167,40218
171168,3824
171169,10702
171170,27934
171171,36011
171172,22603
171173,73661
171174,65147
171175,22634
171176,94303
171177,23398
171178,14036
171179,24296
171180,22416
171181,54992
171182,8597
171183,12943
171184,17358
171185,32485
171186,66363
171187,35436
171188,88604
171189,59692
171190,54897
171191,80343
171192,77964
171193,90075
171194,77464
171195,3730
171196,10427
171197,29079
171198,87481
171199,63774
171200,33283
171201,58989
171202,76130
171203,32334
171204,22719
171205,34735
171206,27146
171207,42957
171208,22805
171209,92017
171210,90653
171211,93193
171212,30194
171213,86647
171214,36125
171215,96870
171216,71216
171217,52191
171218,24252
171219,83273
171220,80662
171221,97538
171222,61217
171223,63861
171224,25076
171225,94652
171226,36347
171227,58869
171228,38246
171229,77459
171230,98403
171231,21665
171232,68090
171233,47624
171234,318
171235,54474
171236,27052
171237,56204
171238,1286
171239,50042
171240,68792
171241,31271
171242,73403
171243,21797
171244,6983
171245,43338
171246,28067
171247,23864
171248,19313
171249,57140
171250,46803
171251,89857
171252,58998
171253,63790
171254,52937
171255,1206
171256,61882
171257,74395
171258,94691
171259,56688
171260,33995
171261,69695
171262,57968
171263,25964
171264,25997
171265,39672
171266,78853
171267,21715
171268,78558
171269,12623
171270,94134
171271,29215
171272,66787
171273,80509
171274,38960
171275,10214
171276,73861
171277,76009
171278,35038
171279,20089
171280,73180
171281,69066
171282,65028
171283,3893
171284,20627
171285,90627
171286,55863
171287,65695
171288,52583
171289,85561
171290,95778
171291,44886
171292,47236
171293,64354
171294,5230
171295,80582
171296,12580
171297,63250
171298,37985
171299,91971
171300,8339
171301,83877
171302,79640
171303,49792
171304,8674
171305,37965
171306,83848
171307,7185
171308,33336
171309,47370
171310,5376
171311,32563
171312,68075
171313,59502
171314,20756
171315,38692
171316,59741
171317,46057
171318,38621
171319,69222
171320,67674
171321,80777
171322,22549
171323,91170
171324,3672
171325,50461
171326,14778
171327,19938
171328,90882
171329,48714
171330,29119
171331,19539
171332,38545
171333,7162
171334,59170
171335,40899
171336,26997
171337,51553
171338,11080
171339,42679
171340,66361
171341,37939
171342,48095
171343,55632
171344,40352
171345,55691
171346,28009
171347,61602
171348,10665
171349,95215
171350,63686
171351,19230
171352,50394
171353,93989
171354,57656
171355,69780
171356,68834
171357,64958
171358,4265
171359,53556
171360,59603
171361,7624
171362,64417
171363,479
171364,30047
171365,97587
171366,80694
171367,30468
171368,6801
171369,56191
171370,93428
171371,56200
171372,20458
