Product_ID,Price_ETB
50600,99484
50601,60341
50602,35505
50603,25937
50604,95540
50605,20268
50606,46422
50607,49992
50608,89483
50609,61482
50610,38809
50611,3723
50612,90295
50613,43342
50614,27533
50615,49809
50616,18107
50617,41324
50618,11991
50619,85128
50620,88058
50621,20304
50622,26945
50623,16193
50624,9583
50625,44123
50626,33804
50627,14325
50628,83501
50629,8721
50630,14892
50631,77587
50632,3551
50633,83906
50634,18033
50635,3649
50636,49709
50637,1527
50638,64078
50639,13439
50640,32495
50641,96610
50642,52702
50643,85156
50644,76432
50645,26735
50646,6925
50647,4341
50648,47258
50649,16865
50650,23148
50651,9891
50652,88470
50653,40549
50654,34715
50655,21499
50656,84778
50657,55562
50658,57385
50659,85729
50660,32036
50661,98086
50662,98854
50663,47921
50664,26246
50665,73480
50666,34811
50667,87798
50668,17847
50669,41423
50670,55639
50671,15728
50672,16222
50673,53665
50674,14253
50675,89849
50676,40992
50677,87575
50678,81428
50679,74835
50680,93781
50681,80109
50682,40784
50683,35417
50684,96290
50685,18578
50686,54154
50687,91993
50688,11186
50689,69994
50690,36082
50691,43191
50692,41243
50693,27489
50694,57496
50695,41524
50696,70174
50697,20224
50698,52632
50699,69473
50700,16689
50701,94360
50702,84047
50703,81912
50704,48342
50705,7877
50706,69983
50707,13964
50708,35361
50709,80231
50710,76101
50711,86112
50712,40766
50713,4125
50714,23992
50715,25110
50716,17516
50717,25549
50718,45536
50719,72775
50720,48564
50721,77756
50722,30155
50723,45598
50724,67010
50725,7345
50726,90929
50727,27044
50728,87784
50729,96585
50730,82399
50731,43690
50732,84530
50733,22475
50734,66592
50735,67888
50736,3976
50737,44058
50738,3682
50739,65000
50740,41448
50741,5983
50742,65162
50743,93866
50744,87258
50745,66657
50746,11548
50747,76806
50748,89941
50749,82644
50750,59131
50751,27773
50752,47289
50753,33990
50754,38635
50755,17247
50756,46950
50757,23712
50758,36775
50759,92251
50760,91921
50761,62054
50762,64542
50763,64059
50764,63242
50765,33185
50766,37401
50767,35854
50768,74130
50769,51196
50770,34684
50771,76988
50772,32159
50773,4456
50774,40133
50775,55995
50776,37013
50777,6939
50778,6407
50779,56994
50780,1151
50781,50673
50782,74498
50783,69749
50784,66992
50785,17798
50786,51150
50787,39023
50788,71619
50789,56946
50790,16512
50791,97228
50792,88037
50793,59972
50794,47740
50795,47852
50796,27258
50797,65131
50798,60648
50799,77826
50800,29877
50801,73734
50802,46099
50803,85414
50804,38054
50805,85629
50806,49796
50807,2722
50808,76400
50809,13205
50810,18322
50811,15906
50812,2911
50813,33323
50814,3202
50815,61323
50816,20609
50817,47256
50818,33208
50819,46439
50820,95841
50821,25977
50822,79053
50823,57034
50824,5714
50825,12144
50826,99056
50827,56913
50828,7932
50829,75180
50830,80553
50831,29180
50832,18535
50833,82878
50834,97419
50835,33154
50836,61447
50837,4083
50838,57728
50839,73890
50840,18795
50841,52063
50842,17845
50843,47270
50844,87622
50845,13661
50846,92633
50847,62521
50848,38892
50849,26393
50850,16312
50851,89877
50852,51684
50853,7451
50854,28532
50855,17271
50856,48733
50857,7706
50858,85086
50859,30305
50860,98251
50861,89191
50862,90783
50863,76620
50864,38957
50865,32322
50866,88350
50867,83191
50868,78323
50869,66662
50870,69630
50871,33912
50872,35063
50873,20267
50874,60293
50875,72992
50876,75141
50877,46866
50878,20364
50879,89883
50880,31833
50881,56027
50882,11912
50883,65464
50884,77543
50885,34691
50886,74709
50887,54292
50888,95156
50889,34424
50890,44066
50891,40156
50892,79242
50893,91583
50894,98111
50895,46454
50896,93235
50897,81691
50898,46414
50899,59833
50900,96091
50901,66473
50902,15211
50903,22724
50904,58812
50905,95055
50906,25312
50907,95122
50908,14322
50909,64630
50910,93022
50911,37745
50912,89277
50913,95414
50914,86353
50915,18848
50916,57609
50917,95607
50918,13965
50919,69358
50920,29970
50921,17406
50922,19024
50923,89502
50924,36691
50925,3112
50926,21165
50927,27964
50928,78614
50929,27360
50930,51670
50931,87259
50932,16963
50933,62373
50934,50795
50935,13426
50936,60521
50937,53573
50938,35481
50939,93135
50940,3994
50941,87345
50942,36287
50943,5309
50944,36469
50945,95482
50946,51054
50947,44096
50948,87012
50949,48058
50950,13025
50951,10596
50952,21423
50953,72418
50954,49525
50955,30340
50956,66154
50957,10424
50958,16101
50959,2095
50960,45913
50961,868
50962,17817
50963,92723
50964,17214
50965,69726
50966,94179
50967,79059
50968,21235
50969,4972
50970,62508
50971,85187
50972,38276
50973,89030
50974,83428
50975,44379
50976,77036
50977,46738
50978,22253
50979,68939
50980,94141
50981,17682
50982,57990
50983,55060
50984,64283
50985,63123
50986,35780
50987,23938
50988,27047
50989,81923
50990,27560
50991,41736
50992,91657
50993,34743
50994,28455
50995,98577
50996,30056
50997,83732
50998,59884
50999,25375
51000,95877
51001,17467
51002,93785
51003,57742
51004,68171
51005,28314
51006,79690
51007,54828
51008,97813
51009,75830
51010,24534
51011,10471
51012,45192
51013,15698
51014,5392
51015,1572
51016,18091
51017,49732
51018,195
51019,64198
51020,57815
51021,99177
51022,21654
51023,8885
51024,33755
51025,25399
51026,82327
51027,82145
51028,32959
51029,91355
51030,68419
51031,50520
51032,74622
51033,87367
51034,50165
51035,45002
51036,28397
51037,65115
51038,8960
51039,47352
51040,46733
51041,62453
51042,32597
51043,14611
51044,3463
51045,46684
51046,23801
51047,573
51048,73451
51049,74431
51050,73335
51051,25509
51052,8594
51053,72900
51054,59408
51055,29105
51056,3984
51057,87207
51058,74504
51059,47373
51060,6791
51061,62440
51062,81628
51063,27481
51064,30541
51065,61230
51066,58899
51067,29859
51068,13831
51069,17072
51070,80265
51071,62444
51072,25276
51073,36075
51074,11234
51075,97275
51076,40818
51077,67799
51078,44559
51079,6782
51080,20969
51081,89710
51082,90492
51083,59499
51084,87807
51085,48915
51086,79510
51087,83752
51088,91330
51089,3522
